10:20:38: Starting /home/yurielnf/Documents/projects/it_irlm/build-tdvp-Desktop-Release/example/irlm_wilson_chain...
bond dimension of H: 5

sweep bond-dim energy
1 35 -11.293073959473
2 38 -11.293184236528
3 38 -11.293184237062
4 28 -11.293184236778
5 28 -11.293184236778
6 28 -11.293184236778
1 2 4 4 8 14 19 20 20 22 22 23 23 23 23 23 23 23 23 23 23 22 23 22 21 19 14 8 4 2 

-------------------------- evolve the psi with new Hamiltonian ----------------
bond dimension of H: 5
sweep bond-dim energy n0
13.5 29 -1.2937763531551 0.58969417210264
13.6 29 -1.2937763531676 0.58753574577858
13.7 29 -1.2937763531807 0.58539711695376
13.8 29 -1.2937763531943 0.58327777379168
13.9 29 -1.2937763532083 0.58117721656973
14 29 -1.2937763532228 0.57909495879361

maxLinkDim after global subspace expansion = 43
Global subspace expansion: cputime = 3.151s, walltime = 0.578s
14.1 32 -1.2937763532376 0.57703052828442
14.2 32 -1.293776353253 0.5749834682407
14.3 32 -1.2937763532693 0.57295333799839
14.4 32 -1.293776353287 0.57093971421451
14.5 32 -1.2937763533068 0.56894219163946
14.6 32 -1.2937763533298 0.56696038392855
14.7 32 -1.2937763533567 0.56499392439299
14.8 32 -1.2937763533886 0.56304246668811
14.9 32 -1.2937763534262 0.56110568543667
15 32 -1.2937763534704 0.55918327678509
15.1 32 -1.2937763535214 0.55727495889091
15.2 32 -1.2937763535797 0.55538047233987
15.3 32 -1.2937763536452 0.55349958049125
15.4 32 -1.2937763537179 0.55163206975048
15.5 32 -1.2937763537973 0.54977774976826
15.6 32 -1.2937763538832 0.54793645356555
15.7 32 -1.2937763539752 0.54610803758428
15.8 32 -1.2937763540726 0.54429238166383
15.9 32 -1.293776354175 0.54248938894343
16 32 -1.2937763542819 0.5406989856912

maxLinkDim after global subspace expansion = 47
Global subspace expansion: cputime = 3.197s, walltime = 0.606s
16.1 35 -1.2937763543928 0.53892112053411
16.2 35 -1.2937763545071 0.53715576599127
16.3 35 -1.2937763546245 0.53540291571095
16.4 35 -1.2937763547446 0.53366258533719
16.5 35 -1.2937763548669 0.53193481172719
16.6 35 -1.2937763549913 0.53021965236744
16.7 35 -1.2937763551175 0.52851718472831
16.8 35 -1.2937763552452 0.52682750555968
16.9 35 -1.2937763553743 0.52515073013068
17 35 -1.2937763555046 0.52348699141655
17.1 35 -1.2937763556362 0.52183643923605
17.2 35 -1.2937763557689 0.520199239343
17.3 35 -1.2937763559028 0.51857557247565
17.4 35 -1.2937763560381 0.51696563336766
17.5 35 -1.2937763561749 0.51536962972494
17.6 35 -1.2937763563135 0.51378778117227
17.7 35 -1.293776356454 0.512220318174
17.8 35 -1.293776356597 0.51066748093313
17.9 35 -1.2937763567426 0.50912951827321
18 35 -1.2937763568914 0.50760668650732

maxLinkDim after global subspace expansion = 52
Global subspace expansion: cputime = 2.936s, walltime = 0.549s
18.1 38 -1.2937763570642 0.50609924789997
18.2 38 -1.2937763570882 0.50460747217163
18.3 38 -1.2937763571145 0.50313162979338
18.4 38 -1.2937763571431 0.50167199562427
18.5 38 -1.2937763571743 0.50022884631636
18.6 38 -1.2937763572082 0.49880245919884
18.7 38 -1.2937763572448 0.49739311117852
18.8 38 -1.2937763572845 0.49600107766074
18.9 38 -1.2937763573272 0.49462663149499
19 38 -1.2937763573731 0.49327004194845
19.1 38 -1.2937763574224 0.49193157371107
19.2 38 -1.2937763574751 0.49061148593521
19.3 38 -1.2937763575313 0.48931003131288
19.4 38 -1.2937763575911 0.48802745519309
19.5 38 -1.2937763576547 0.48676399474203
19.6 38 -1.293776357722 0.48551987814801
19.7 38 -1.2937763577931 0.48429532387328
19.8 38 -1.2937763578681 0.48309053995423
19.9 38 -1.293776357947 0.48190572335152
20 38 -1.2937763580297 0.48074105935108

maxLinkDim after global subspace expansion = 56
Global subspace expansion: cputime = 2.811s, walltime = 0.528s
20.1 39 -1.2937763581178 0.47959672048344
20.2 39 -1.2937763582099 0.478472868131
20.3 39 -1.2937763583057 0.47736964898346
20.4 39 -1.2937763584052 0.47628719668187
20.5 39 -1.2937763585083 0.47522563098072
20.6 39 -1.2937763586149 0.47418505746305
20.7 39 -1.2937763587252 0.4731655673063
20.8 39 -1.293776358839 0.47216723709827
20.9 39 -1.2937763589564 0.47119012870176
21 39 -1.2937763590772 0.47023428916658
21.1 39 -1.2937763592016 0.46929975068721
21.2 39 -1.2937763593295 0.46838653060435
21.3 39 -1.2937763594609 0.46749463144826
21.4 39 -1.2937763595958 0.46662404102192
21.5 39 -1.2937763597343 0.46577473252181
21.6 39 -1.2937763598762 0.46494666469405
21.7 39 -1.2937763600217 0.46413978202344
21.8 39 -1.2937763601708 0.46335401495296
21.9 39 -1.2937763601731 0.4625892809019
22 39 -1.2937763601754 0.46184548222488

maxLinkDim after global subspace expansion = 56
Global subspace expansion: cputime = 3.003s, walltime = 0.595s
22.1 42 -1.2937763602589 0.46112250977034
22.2 42 -1.2937763602616 0.46042023853267
22.3 42 -1.2937763602644 0.45973853394298
22.4 42 -1.2937763602674 0.45907724816226
22.5 42 -1.2937763602705 0.45843622146945
22.6 42 -1.2937763602739 0.45781528262914
22.7 42 -1.2937763602774 0.45721424926636
22.8 42 -1.2937763602812 0.45663292824643
22.9 42 -1.2937763602852 0.45607111605829
23 42 -1.2937763602894 0.45552859919917
23.1 42 -1.2937763602939 0.45500515455907
23.2 42 -1.2937763602987 0.45450054980332
23.3 42 -1.2937763603038 0.45401454375204
23.4 42 -1.2937763603093 0.45354688675507
23.5 42 -1.293776360315 0.45309732106151
23.6 42 -1.2937763603211 0.45266558118299
23.7 42 -1.2937763603276 0.45225139424987
23.8 42 -1.2937763603346 0.45185448036022
23.9 42 -1.2937763603419 0.45147455292094
24 42 -1.2937763603497 0.45111131898117

maxLinkDim after global subspace expansion = 62
Global subspace expansion: cputime = 2.695s, walltime = 0.503s
24.1 45 -1.2937763604591 0.45076448055935
24.2 45 -1.2937763605082 0.45043373082528
24.3 45 -1.2937763605575 0.45011876081918
24.4 45 -1.2937763606819 0.44981925650004
24.5 45 -1.2937763608805 0.44953489792407
24.6 45 -1.2937763610774 0.4492653594383
24.7 45 -1.2937763612727 0.44901031232166
24.8 45 -1.2937763614662 0.44876942392237
24.9 45 -1.2937763616581 0.44854235794187
25 45 -1.293776361848 0.44832877471762
25.1 45 -1.2937763620362 0.44812833150606
25.2 45 -1.2937763622224 0.44794068276692
25.3 45 -1.2937763624067 0.44776548045008
25.4 45 -1.293776362589 0.44760237428615
25.5 45 -1.2937763627694 0.44745101208203
25.6 45 -1.2937763629477 0.44731104002244
25.7 45 -1.293776363124 0.44718210297858
25.8 45 -1.2937763632983 0.44706384482477
25.9 45 -1.2937763634707 0.44695590876407
26 45 -1.293776363641 0.44685793766357

maxLinkDim after global subspace expansion = 65
Global subspace expansion: cputime = 2.588s, walltime = 0.499s
26.1 48 -1.2937763638164 0.44676957404314
26.2 48 -1.2937763639829 0.44669046182159
26.3 48 -1.2937763641474 0.44662024465726
26.4 48 -1.2937763643101 0.4465585676409
26.5 48 -1.293776364471 0.44650507736787
26.6 48 -1.2937763646302 0.44645942234065
26.7 48 -1.2937763647878 0.44642125338275
26.8 48 -1.2937763649439 0.44639022406331
26.9 48 -1.2937763650985 0.446365991132
27 48 -1.2937763652518 0.44634821496326
27.1 48 -1.2937763654038 0.44633656000906
27.2 48 -1.2937763655547 0.44633069525889
27.3 48 -1.2937763657046 0.44633029470578
27.4 48 -1.2937763658536 0.44633503781679
27.5 48 -1.2937763660019 0.44634461000642
27.6 48 -1.2937763661495 0.44635870311098
27.7 48 -1.2937763662967 0.44637701586228
27.8 48 -1.2937763664434 0.44639925435831
27.9 48 -1.2937763665899 0.44642513252901
28 48 -1.2937763667363 0.44645437259486

maxLinkDim after global subspace expansion = 69
Global subspace expansion: cputime = 1.597s, walltime = 0.309s
28.1 51 -1.2937763668864 0.44648670516673
28.2 51 -1.2937763670329 0.44652187099777
28.3 51 -1.2937763671796 0.44655961955321
28.4 51 -1.2937763673266 0.44659971057952
28.5 51 -1.293776367474 0.44664191421901
28.6 51 -1.293776367622 0.44668601137762
28.7 51 -1.2937763677705 0.44673179406898
28.8 51 -1.2937763679199 0.44677906573301
28.9 51 -1.29377636807 0.44682764152666
29 51 -1.2937763682212 0.44687734858497
29.1 51 -1.2937763683733 0.4469280262504
29.2 51 -1.2937763685266 0.44697952626872
29.3 51 -1.293776368681 0.44703171294967
29.4 51 -1.2937763688367 0.44708446329126
29.5 51 -1.2937763689938 0.44713766706603
29.6 51 -1.2937763691523 0.44719122686849
29.7 51 -1.2937763693123 0.44724505812275
29.8 51 -1.2937763694738 0.44729908904975
29.9 51 -1.2937763696368 0.44735326059355
30 51 -1.2937763698015 0.4474075263067

maxLinkDim after global subspace expansion = 72
Global subspace expansion: cputime = 2.617s, walltime = 0.491s
30.1 52 -1.2937763700023 0.44746185181167
30.2 52 -1.2937763701715 0.44751621604439
30.3 52 -1.2937763703419 0.44757060900031
30.4 52 -1.2937763705138 0.44762503270565
30.5 52 -1.2937763706871 0.4476795006173
30.6 52 -1.2937763708621 0.44773403727197
30.7 52 -1.2937763710386 0.44778867789999
30.8 52 -1.2937763712168 0.44784346800538
30.9 52 -1.2937763713966 0.44789846291432
31 52 -1.293776371578 0.44795372729405
31.1 52 -1.293776371761 0.44800933464455
31.2 52 -1.2937763719457 0.44806536676564
31.3 52 -1.293776372132 0.44812191320207
31.4 52 -1.2937763723199 0.44817907066955
31.5 52 -1.2937763725095 0.44823694246453
31.6 52 -1.2937763727006 0.44829563786095
31.7 52 -1.2937763728933 0.448355271497
31.8 52 -1.2937763730876 0.44841596275514
31.9 52 -1.2937763732834 0.44847783513858
32 52 -1.2937763734808 0.4485410156476

maxLinkDim after global subspace expansion = 75
Global subspace expansion: cputime = 3.220s, walltime = 0.616s
32.1 54 -1.2937763735726 0.44860563367928
32.2 54 -1.2937763736453 0.44867182218944
32.3 54 -1.293776373719 0.44873971459742
32.4 54 -1.2937763737934 0.44880944576662
32.5 54 -1.2937763738681 0.44888115104509
32.6 54 -1.2937763739431 0.44895496570883
32.7 54 -1.2937763740183 0.44903102442471
32.8 54 -1.2937763740937 0.44910946073692
32.9 54 -1.2937763741693 0.44919040657922
33 54 -1.2937763742451 0.44927399181561
33.1 54 -1.2937763743212 0.44936034381111
33.2 54 -1.2937763743975 0.44944958703464
33.3 54 -1.2937763744741 0.44954184269531
33.4 54 -1.293776374551 0.44963722841357
33.5 54 -1.2937763746283 0.449735857928
33.6 54 -1.293776374706 0.44983784083864
33.7 54 -1.2937763747842 0.44994328238723
33.8 54 -1.2937763748629 0.45005228327445
33.9 54 -1.2937763749422 0.45016493951413
34 54 -1.2937763750221 0.45028134232411

maxLinkDim after global subspace expansion = 79
Global subspace expansion: cputime = 3.601s, walltime = 0.697s
34.1 57 -1.2937763751219 0.45040157797395
34.2 57 -1.293776375203 0.4505257280436
34.3 57 -1.2937763752847 0.45065386899548
34.4 57 -1.2937763753672 0.45078607247516
34.5 57 -1.2937763754505 0.45092240529944
34.6 57 -1.2937763755346 0.45106292954427
34.7 57 -1.2937763756197 0.45120770265802
34.8 57 -1.2937763757057 0.45135677759867
34.9 57 -1.2937763757927 0.45151020299256
35 57 -1.2937763758808 0.45166802331178
35.1 57 -1.2937763759701 0.45183027906774
35.2 57 -1.2937763760604 0.45199700701758
35.3 57 -1.293776376152 0.45216824038076
35.4 57 -1.2937763762447 0.45234400906236
35.5 57 -1.2937763763387 0.4525243398802
35.6 57 -1.2937763764338 0.45270925679247
35.7 57 -1.2937763765302 0.45289878112271
35.8 57 -1.2937763766278 0.45309293177902
35.9 57 -1.2937763767265 0.45329172546445
36 57 -1.2937763768265 0.45349517687549

maxLinkDim after global subspace expansion = 80
Global subspace expansion: cputime = 4.238s, walltime = 0.821s
36.1 60 -1.2937763769323 0.45370329926361
36.2 60 -1.2937763770345 0.45391610308257
36.3 60 -1.2937763771378 0.4541335984284
36.4 60 -1.2937763772422 0.45435579362191
36.5 60 -1.2937763773476 0.45458269569625
36.6 60 -1.2937763774539 0.45481431046953
36.7 60 -1.2937763775611 0.45505064258884
36.8 60 -1.2937763776692 0.45529169554429
36.9 60 -1.293776377778 0.45553747165198
37 60 -1.2937763778876 0.45578797200476
37.1 60 -1.2937763779979 0.45604319639046
37.2 60 -1.2937763781088 0.45630314317692
37.3 60 -1.2937763782203 0.45656780916406
37.4 60 -1.2937763783324 0.45683718940313
37.5 60 -1.293776378445 0.45711127698377
37.6 60 -1.2937763785581 0.45739006278992
37.7 60 -1.2937763786718 0.45767353522562
37.8 60 -1.2937763787861 0.45796167991243
37.9 60 -1.2937763789009 0.45825447936022
38 60 -1.2937763790163 0.45855191261351

maxLinkDim after global subspace expansion = 80
Global subspace expansion: cputime = 9.487s, walltime = 1.879s
38.1 63 -1.2937763791574 0.45885395517036
38.2 63 -1.2937763792914 0.45916057739517
38.3 63 -1.2937763794259 0.45947174592028
38.4 63 -1.2937763795611 0.45978742199099
38.5 63 -1.2937763796972 0.46010756134631
38.6 63 -1.2937763798344 0.46043211377697
38.7 63 -1.2937763799727 0.46076102268128
38.8 63 -1.2937763801122 0.46109422462228
38.9 63 -1.2937763802531 0.4614316488899
39 63 -1.2937763803956 0.46177321707222
39.1 63 -1.2937763805396 0.46211884263984
39.2 63 -1.2937763806853 0.46246843054737
39.3 63 -1.2937763808326 0.46282187685626
39.4 63 -1.2937763809818 0.46317906838287
39.5 63 -1.2937763811326 0.46353988237581
39.6 63 -1.2937763812853 0.46390418622638
39.7 63 -1.2937763814397 0.46427183721584
39.8 63 -1.293776381596 0.46464268230312
39.9 63 -1.2937763817539 0.46501655795626
40 63 -1.2937763819136 0.46539329003075

maxLinkDim after global subspace expansion = 84
Global subspace expansion: cputime = 3.699s, walltime = 0.720s
40.1 68 -1.2937763821003 0.46577269381319
40.2 68 -1.2937763821473 0.46615457318741
40.3 68 -1.2937763821951 0.46653872240749
40.4 68 -1.2937763822435 0.4669249246958
40.5 68 -1.2937763822925 0.46731295284968
40.6 68 -1.2937763823421 0.46770256945161
40.7 68 -1.2937763823923 0.46809352714039
40.8 68 -1.293776382443 0.46848556894371
40.9 68 -1.2937763824942 0.46887842867218
41 68 -1.2937763825458 0.46927183137473
41.1 68 -1.2937763825979 0.4696654938547
41.2 68 -1.2937763826505 0.47005912524549
41.3 68 -1.2937763827034 0.47045242764447
41.4 68 -1.2937763827566 0.47084509680316
41.5 68 -1.2937763828101 0.47123682287159
41.6 68 -1.2937763828639 0.47162729119398
41.7 68 -1.2937763829179 0.47201618315299
41.8 68 -1.2937763829721 0.47240317705881
41.9 68 -1.2937763830265 0.47278794907975
42 68 -1.2937763830809 0.47317017420987

maxLinkDim after global subspace expansion = 89
Global subspace expansion: cputime = 3.363s, walltime = 0.661s
42.1 72 -1.293776383138 0.4735495270891
42.2 72 -1.2937763831924 0.47392568374613
42.3 72 -1.2937763832468 0.4742983215893
42.4 72 -1.2937763833011 0.4746671211787
42.5 72 -1.2937763833553 0.47503176713428
42.6 72 -1.2937763834093 0.47539194922607
42.7 72 -1.2937763834632 0.47574736346601
42.8 72 -1.293776383517 0.4760977131955
42.9 72 -1.2937763835706 0.47644271016311
43 72 -1.2937763836241 0.47678207558636
43.1 72 -1.2937763836775 0.47711554119199
43.2 72 -1.2937763837309 0.47744285022865
43.3 72 -1.2937763837842 0.4777637584466
43.4 72 -1.2937763838376 0.47807803503856
43.5 72 -1.2937763838912 0.47838546353648
43.6 72 -1.293776383945 0.47868584265889
43.7 72 -1.2937763839992 0.47897898710376
43.8 72 -1.2937763840538 0.47926472828227
43.9 72 -1.293776384109 0.47954291498884
44 72 -1.2937763841649 0.47981341400345

maxLinkDim after global subspace expansion = 94
Global subspace expansion: cputime = 4.186s, walltime = 0.795s
44.1 76 -1.2937763842196 0.48007611031066
44.2 76 -1.2937763842781 0.48033090877229
44.3 76 -1.2937763843375 0.48057773272376
44.4 76 -1.2937763843979 0.48081652543027
44.5 76 -1.2937763844595 0.48104725001665
44.6 76 -1.2937763845224 0.48126988959752
44.7 76 -1.2937763845867 0.48148444732135
44.8 76 -1.2937763846526 0.48169094632788
44.9 76 -1.29377638472 0.48188942961875
45 76 -1.2937763847891 0.48207995984158
45.1 76 -1.2937763848598 0.48226261898828
45.2 76 -1.2937763849323 0.4824375080087
45.3 76 -1.2937763850065 0.48260474634152
45.4 76 -1.2937763850825 0.48276447136429
45.5 76 -1.2937763851602 0.48291683776562
45.6 76 -1.2937763852396 0.48306201684228
45.7 76 -1.2937763853207 0.48320019572514
45.8 76 -1.2937763854034 0.4833315765375
45.9 76 -1.2937763854878 0.48345637549057
46 76 -1.2937763855738 0.48357482192058

maxLinkDim after global subspace expansion = 99
Global subspace expansion: cputime = 4.542s, walltime = 0.863s
46.1 81 -1.2937763856625 0.48368715688074
46.2 81 -1.2937763857611 0.48379363357483
46.3 81 -1.293776385861 0.48389451410891
46.4 81 -1.2937763859624 0.48399006970819
46.5 81 -1.2937763860651 0.48408057922254
46.6 81 -1.2937763861691 0.48416632793014
46.7 81 -1.2937763862743 0.48424760632377
46.8 81 -1.2937763863806 0.48432470888647
46.9 81 -1.2937763865822 0.48439793281428
47 81 -1.2937763868765 0.48446757684544
47.1 81 -1.2937763871669 0.48453394010546
47.2 81 -1.2937763874534 0.48459732080924
47.3 81 -1.2937763877361 0.48465801510745
47.4 81 -1.2937763880148 0.48471631593452
47.5 81 -1.2937763882898 0.48477251189086
47.6 81 -1.2937763885611 0.48482688616503
47.7 81 -1.2937763888289 0.48487971550163
47.8 81 -1.2937763890935 0.48493126922011
47.9 81 -1.2937763893549 0.4849818082896
48 81 -1.2937763896135 0.48503158446423

maxLinkDim after global subspace expansion = 105
Global subspace expansion: cputime = 4.493s, walltime = 0.915s
48.1 85 -1.2937763897993 0.48508083949391
48.2 85 -1.2937763900602 0.48512980440521
48.3 85 -1.293776390319 0.48517869878108
48.4 85 -1.2937763905763 0.48522773019388
48.5 85 -1.2937763908326 0.48527709373969
48.6 85 -1.2937763910883 0.4853269715976
48.7 85 -1.2937763913438 0.48537753268098
48.8 85 -1.2937763915996 0.48542893237291
48.9 85 -1.293776391856 0.48548131234489
49 85 -1.2937763921137 0.48553480045831
49.1 85 -1.2937763923729 0.48558951074814
49.2 85 -1.2937763926342 0.48564554348776
49.3 85 -1.2937763928979 0.48570298533336
49.4 85 -1.2937763931645 0.48576190954603
49.5 85 -1.2937763934343 0.48582237628887
49.6 85 -1.2937763937078 0.4858844329964
49.7 85 -1.2937763939853 0.4859481148128
49.8 85 -1.293776394267 0.48601344509532
49.9 85 -1.2937763945533 0.48608043597852
50 85 -1.2937763948443 0.48614908899516

maxLinkDim after global subspace expansion = 110
Global subspace expansion: cputime = 5.848s, walltime = 1.162s
50.1 88 -1.2937763950598 0.4862193965088
50.2 88 -1.2937763953612 0.48629133939562
50.3 88 -1.293776395668 0.48636489234948
50.4 88 -1.2937763959802 0.48644002166115
50.5 88 -1.2937763962978 0.48651668679041
50.6 88 -1.2937763965272 0.48659484176766
50.7 88 -1.2937763966657 0.48667443497108
50.8 88 -1.2937763968046 0.4867554099814
50.9 88 -1.2937763969437 0.48683770757694
51 88 -1.2937763970829 0.48692126606899
51.1 88 -1.2937763972224 0.48700602217844
51.2 88 -1.2937763973621 0.4870919118997
51.3 88 -1.2937763975019 0.48717887134584
51.4 88 -1.2937763976417 0.48726683756943
51.5 88 -1.2937763977817 0.48735574935344
51.6 88 -1.2937763979217 0.48744554796696
51.7 88 -1.2937763980618 0.48753617788068
51.8 88 -1.2937763982018 0.48762758743753
51.9 88 -1.293776398342 0.48771972947391
52 88 -1.2937763984821 0.48781256188767

maxLinkDim after global subspace expansion = 113
Global subspace expansion: cputime = 7.175s, walltime = 1.444s
52.1 91 -1.2937763986299 0.48790604845813
52.2 91 -1.2937763987752 0.48800015807695
52.3 91 -1.2937763989214 0.48809486694206
